filename,label,frame_idx,rms,zcr,spectral_centroid,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
Normal Conversation - Dataset 1.m4a,normal_conversation,10,0.0016020386246964335,0.02294921875,2872.6604657582675,-617.3076782226562,68.56138610839844,63.39693832397461,17.29682731628418,44.68791961669922,21.91946029663086,-8.60987377166748,16.107994079589844,-5.852440357208252,9.640721321105957,10.20182991027832,14.674381256103516,7.962163925170898
Normal Conversation - Dataset 1.m4a,normal_conversation,11,0.0018968036165460944,0.02685546875,2478.3501663060533,-614.804931640625,75.19059753417969,63.551361083984375,21.56983184814453,46.40296173095703,29.15343475341797,-3.657209873199463,6.043851375579834,-9.589288711547852,6.760263442993164,9.423402786254883,18.421524047851562,6.958244323730469
Normal Conversation - Dataset 1.m4a,normal_conversation,12,0.0020093664061278105,0.02880859375,2621.6242495808056,-600.0254516601562,68.54981231689453,62.20256042480469,25.413803100585938,31.22567367553711,40.52945327758789,-1.5547997951507568,-1.5676422119140625,-8.634210586547852,11.203973770141602,-2.7098658084869385,27.14801025390625,5.0663251876831055
Normal Conversation - Dataset 1.m4a,normal_conversation,13,0.0019063609652221203,0.02783203125,2596.9704251167204,-594.7062377929688,60.60844421386719,59.58030700683594,27.7239990234375,23.983789443969727,47.22099304199219,2.289506673812866,0.16776007413864136,-2.3525679111480713,9.253379821777344,1.4932374954223633,25.979206085205078,3.5191445350646973
Normal Conversation - Dataset 1.m4a,normal_conversation,14,0.0018620432820171118,0.02978515625,2579.44541390365,-609.8590698242188,61.00708770751953,52.94232177734375,33.455177307128906,20.986238479614258,50.33197021484375,7.474603652954102,-3.826486587524414,1.3862966299057007,-3.2764368057250977,4.622446537017822,21.073715209960938,-2.5575850009918213
Normal Conversation - Dataset 1.m4a,normal_conversation,15,0.0016148093855008483,0.02197265625,2723.852987047727,-617.5408325195312,66.1163330078125,51.39443588256836,31.225875854492188,16.00940704345703,45.10282516479492,6.098481178283691,-7.281829833984375,9.274334907531738,-3.491957902908325,6.805660247802734,24.602649688720703,-0.600287675857544
Normal Conversation - Dataset 1.m4a,normal_conversation,16,0.001663496601395309,0.02001953125,1975.0427343369904,-625.9150390625,81.99397277832031,49.68739700317383,35.494407653808594,22.182641983032227,32.51512145996094,10.03629207611084,-2.583732843399048,10.34593677520752,-3.3471245765686035,6.809523105621338,25.041011810302734,-1.8406407833099365
Normal Conversation - Dataset 1.m4a,normal_conversation,17,0.0020434895996004343,0.01611328125,1209.4844059136421,-638.4641723632812,102.412841796875,45.04883575439453,36.23023223876953,32.64482879638672,27.843814849853516,13.965085983276367,0.6577417254447937,6.157190322875977,-0.42665091156959534,9.04353141784668,17.656627655029297,2.808892250061035
Normal Conversation - Dataset 1.m4a,normal_conversation,18,0.002050775336101651,0.01513671875,1028.8492207921358,-637.88525390625,110.33869171142578,38.36900329589844,33.782264709472656,36.220863342285156,27.767051696777344,10.523496627807617,-2.6535604000091553,-0.6847725510597229,3.1949050426483154,13.714683532714844,17.36396026611328,6.4320268630981445
Normal Conversation - Dataset 1.m4a,normal_conversation,19,0.0020389496348798275,0.01123046875,1090.2995211390307,-639.7755737304688,112.18611907958984,35.175506591796875,30.901906967163086,37.0459098815918,21.74346160888672,6.661377429962158,1.00484299659729,-1.8574106693267822,2.7104744911193848,13.556632995605469,17.599750518798828,9.262845039367676
Normal Conversation - Dataset 1.m4a,normal_conversation,20,0.002216869033873081,0.009765625,1231.362493910096,-648.491943359375,108.82981872558594,41.561702728271484,27.310405731201172,32.810455322265625,22.842388153076172,10.53005599975586,3.881175994873047,0.9676222801208496,-0.6299185156822205,10.555073738098145,17.836904525756836,6.683244705200195
Normal Conversation - Dataset 1.m4a,normal_conversation,21,0.0019347741035744548,0.01318359375,1008.728766511279,-641.3687744140625,112.497802734375,52.70349884033203,28.255537033081055,37.499088287353516,25.712696075439453,14.582202911376953,6.2292890548706055,2.7720069885253906,1.672485589981079,10.395668029785156,17.42313575744629,6.517037391662598
Normal Conversation - Dataset 1.m4a,normal_conversation,22,0.0020694134291261435,0.01220703125,1142.0899609543696,-640.0492553710938,110.73027038574219,49.979278564453125,24.251068115234375,36.868438720703125,24.128854751586914,12.654491424560547,7.410878658294678,6.979339599609375,2.9807989597320557,10.41349983215332,14.941582679748535,4.842435836791992
Normal Conversation - Dataset 1.m4a,normal_conversation,23,0.0020907996222376823,0.0166015625,1647.0659806468411,-624.9219360351562,95.47662353515625,42.129737854003906,27.479351043701172,26.777563095092773,23.45939826965332,15.882843017578125,-2.5775067806243896,12.298393249511719,6.818473815917969,5.294201850891113,20.070083618164062,5.464462757110596
Normal Conversation - Dataset 1.m4a,normal_conversation,24,0.0017288600793108344,0.01904296875,1756.0413190468817,-619.1649169921875,87.15927124023438,41.712615966796875,31.00760841369629,22.171188354492188,26.725339889526367,21.171449661254883,-6.708258152008057,10.554802894592285,5.883580207824707,5.57185173034668,21.48674201965332,7.4520158767700195
Normal Conversation - Dataset 1.m4a,normal_conversation,25,0.00208219513297081,0.01416015625,1587.9950878874154,-624.4833984375,95.17431640625,39.11811828613281,23.10706329345703,23.853981018066406,28.94121551513672,21.486324310302734,1.774137258529663,4.083644866943359,0.21778756380081177,7.291392803192139,20.436767578125,9.818645477294922
Normal Conversation - Dataset 1.m4a,normal_conversation,26,0.0021039550192654133,0.01123046875,1373.854738072769,-618.9641723632812,104.57389831542969,38.80400085449219,17.354461669921875,26.408912658691406,27.175209045410156,23.40290069580078,15.099896430969238,-0.3110785484313965,-2.2088701725006104,6.910207748413086,20.793041229248047,9.09510612487793
Normal Conversation - Dataset 1.m4a,normal_conversation,27,0.001957373460754752,0.02001953125,1374.8704466091774,-625.2808837890625,102.51007080078125,45.040771484375,22.313236236572266,33.89491271972656,23.947952270507812,19.01305389404297,16.919593811035156,2.4883809089660645,0.9134278893470764,6.349884510040283,22.301620483398438,9.173566818237305
Normal Conversation - Dataset 1.m4a,normal_conversation,28,0.0019368110224604607,0.01953125,1445.6764193428157,-632.292724609375,104.86924743652344,53.006103515625,25.70981216430664,38.15386962890625,18.391958236694336,9.514036178588867,12.795099258422852,5.405534744262695,4.975489616394043,6.332510471343994,20.517993927001953,4.354471683502197
Normal Conversation - Dataset 1.m4a,normal_conversation,29,0.0019017788581550121,0.02099609375,1594.0660742547107,-610.70849609375,113.53799438476562,48.45378112792969,18.43777847290039,29.233762741088867,19.997777938842773,0.3144489526748657,-8.773324012756348,-6.28995418548584,8.8812837600708,11.967100143432617,26.215923309326172,4.043159484863281
Normal Conversation - Dataset 1.m4a,normal_conversation,30,0.0017509591998532414,0.02197265625,1245.6163186983476,-600.4364624023438,119.5823974609375,46.70287322998047,25.716325759887695,30.401023864746094,25.73198699951172,-1.5309975147247314,-14.820301055908203,-6.8032073974609375,8.762901306152344,12.278435707092285,26.674192428588867,5.2947187423706055
Normal Conversation - Dataset 1.m4a,normal_conversation,31,0.0018280568765476346,0.009765625,1093.4152615680377,-617.9793090820312,123.2494125366211,40.462554931640625,29.170900344848633,36.769046783447266,25.526695251464844,1.432090401649475,-7.160125732421875,-7.821032524108887,0.34555888175964355,7.654387950897217,15.739683151245117,2.855452537536621
Normal Conversation - Dataset 1.m4a,normal_conversation,32,0.00211079022847116,0.0078125,1166.3412710258988,-623.1145629882812,125.63465881347656,35.19947052001953,25.19760513305664,34.051971435546875,19.150081634521484,-1.0353690385818481,-11.35215950012207,-9.478309631347656,2.8650636672973633,13.631203651428223,16.80267333984375,5.324891090393066
Normal Conversation - Dataset 1.m4a,normal_conversation,33,0.0022425721399486065,0.00732421875,1021.9517982051066,-615.6544189453125,127.17431640625,34.951236724853516,29.08110809326172,36.68803024291992,21.18671417236328,-0.5862225294113159,-15.08793830871582,-11.710294723510742,6.12940788269043,17.094276428222656,22.17452621459961,8.921300888061523
Normal Conversation - Dataset 1.m4a,normal_conversation,34,0.00249720667488873,0.0087890625,916.3879423315441,-620.1329956054688,126.74187469482422,32.674774169921875,32.2668571472168,39.34528732299805,22.10002899169922,4.106613636016846,-8.8016357421875,-5.909789085388184,5.9690117835998535,17.220195770263672,19.73189353942871,8.01607894897461
Normal Conversation - Dataset 1.m4a,normal_conversation,35,0.002707826439291239,0.0087890625,874.4121802095171,-618.7433471679688,126.58323669433594,29.933189392089844,33.48472595214844,40.86669921875,20.3779354095459,4.884439468383789,-3.208146333694458,-1.4326906204223633,4.348875045776367,14.374588966369629,19.339080810546875,8.753029823303223
Normal Conversation - Dataset 1.m4a,normal_conversation,36,0.0027815159410238266,0.00830078125,790.4452591086674,-616.927978515625,129.7996826171875,31.358579635620117,33.318321228027344,40.470985412597656,19.021760940551758,4.6176557540893555,-1.6229825019836426,0.6297205090522766,7.380336761474609,15.493853569030762,20.727540969848633,10.999029159545898
Normal Conversation - Dataset 1.m4a,normal_conversation,37,0.0025023987982422113,0.01171875,810.8383630720961,-613.1140747070312,127.67245483398438,26.058704376220703,36.041568756103516,44.642059326171875,20.788742065429688,6.273357391357422,-1.5861483812332153,2.0217599868774414,11.394960403442383,13.539020538330078,15.39516544342041,7.900323867797852
Normal Conversation - Dataset 1.m4a,normal_conversation,38,0.0022265894804149866,0.015625,925.7244993891395,-612.2371826171875,125.42535400390625,20.032806396484375,29.24154281616211,41.492942810058594,27.958871841430664,10.289167404174805,-11.689845085144043,-6.067429542541504,9.806787490844727,11.183012008666992,13.789261817932129,7.0646820068359375
Normal Conversation - Dataset 1.m4a,normal_conversation,39,0.0019367370987311006,0.01708984375,957.1066006711605,-613.5673217773438,128.82879638671875,23.215396881103516,27.22646713256836,45.238685607910156,33.640071868896484,8.215909004211426,-18.761737823486328,-13.90060806274414,3.2493062019348145,8.997198104858398,15.476106643676758,7.125462532043457
Normal Conversation - Dataset 1.m4a,normal_conversation,40,0.0019288130570203066,0.01708984375,958.1424753215869,-616.6315307617188,127.83544921875,25.18185806274414,26.99782943725586,43.663116455078125,32.948341369628906,8.424810409545898,-18.27682876586914,-15.47409439086914,0.8316884636878967,10.555377960205078,20.769630432128906,12.096256256103516
Normal Conversation - Dataset 1.m4a,normal_conversation,41,0.001851248787716031,0.0166015625,899.2187257111502,-615.7372436523438,126.33206176757812,23.74966812133789,27.91845703125,42.49832534790039,31.729793548583984,7.472907066345215,-19.592105865478516,-13.718099594116211,2.70035982131958,10.71706771850586,23.44459342956543,15.898120880126953
Normal Conversation - Dataset 1.m4a,normal_conversation,42,0.002530196448788047,0.0126953125,928.1105965583665,-620.4088745117188,121.25235748291016,18.535057067871094,24.471904754638672,44.06098937988281,31.021446228027344,3.3974335193634033,-22.094648361206055,-15.132427215576172,2.5553345680236816,11.597599029541016,23.652935028076172,17.165401458740234
Normal Conversation - Dataset 1.m4a,normal_conversation,43,0.002919853664934635,0.01123046875,822.6231686136061,-620.9142456054688,124.38308715820312,23.841995239257812,28.61859893798828,48.46942138671875,31.53087615966797,4.219473838806152,-16.32797622680664,-13.318687438964844,3.0694611072540283,15.254270553588867,20.499629974365234,11.468316078186035
Normal Conversation - Dataset 1.m4a,normal_conversation,44,0.0030107127968221903,0.01171875,687.3138346747826,-617.6196899414062,131.0430450439453,31.11326026916504,31.374034881591797,47.92090606689453,30.96855354309082,6.943123817443848,-8.970145225524902,-8.882678031921387,4.336370468139648,17.201248168945312,18.091875076293945,9.127015113830566
Normal Conversation - Dataset 1.m4a,normal_conversation,45,0.003054812317714095,0.01318359375,719.3826173966521,-627.2186279296875,123.74869537353516,32.18796920776367,30.923614501953125,42.784244537353516,29.233936309814453,13.376297950744629,0.10136866569519043,-4.686100006103516,2.228179454803467,14.364479064941406,18.525611877441406,11.222070693969727
Normal Conversation - Dataset 1.m4a,normal_conversation,46,0.002527219010517001,0.01416015625,739.8963740844224,-636.6401977539062,118.48460388183594,35.22041320800781,32.6512336730957,44.36104965209961,32.14768981933594,16.56856346130371,4.798406600952148,-0.8559018969535828,-0.2603217363357544,9.195306777954102,17.081279754638672,8.77486801147461
Normal Conversation - Dataset 1.m4a,normal_conversation,47,0.0022853268310427666,0.01318359375,903.7994317214202,-648.2937622070312,112.72036743164062,38.564876556396484,32.65810012817383,44.77400588989258,31.210346221923828,12.191515922546387,4.111464977264404,3.49369740486145,4.2608842849731445,7.682034492492676,9.094667434692383,1.4756585359573364
Normal Conversation - Dataset 1.m4a,normal_conversation,48,0.0021553460974246264,0.0126953125,811.1957796066107,-648.95947265625,113.7117919921875,40.988773345947266,33.27407455444336,44.07167053222656,32.440452575683594,16.876523971557617,7.47605562210083,2.268707752227783,3.3517227172851562,8.239398956298828,7.488160610198975,0.47119253873825073
Normal Conversation - Dataset 1.m4a,normal_conversation,49,0.002438717056065798,0.009765625,772.5826625869297,-647.955810546875,112.03327941894531,37.657474517822266,33.64004898071289,44.713844299316406,32.05707931518555,22.16529655456543,13.947527885437012,-1.4254369735717773,-2.047259569168091,12.326167106628418,12.33917236328125,2.1145575046539307
Normal Conversation - Dataset 1.m4a,normal_conversation,50,0.002663408638909459,0.01025390625,787.2686026933076,-649.3162231445312,107.04512023925781,32.446598052978516,35.265113830566406,48.49290466308594,31.0228271484375,18.164199829101562,10.224578857421875,-5.06303596496582,-3.512478828430176,15.29690933227539,15.860855102539062,3.6417574882507324
Normal Conversation - Dataset 1.m4a,normal_conversation,51,0.0025454319547861814,0.01123046875,742.1193859861049,-647.5208740234375,108.36520385742188,34.214351654052734,37.73768997192383,49.61553955078125,33.613834381103516,20.54090118408203,9.694770812988281,-5.9028425216674805,-6.006443023681641,12.228344917297363,16.83751106262207,4.712257385253906
Normal Conversation - Dataset 1.m4a,normal_conversation,52,0.0029247316997498274,0.01123046875,773.2330966184644,-649.1722412109375,110.54928588867188,36.618709564208984,34.633575439453125,48.15374755859375,33.011016845703125,17.80495834350586,7.8285040855407715,-7.731839179992676,-8.321548461914062,12.370542526245117,20.200626373291016,6.319360733032227
Normal Conversation - Dataset 1.m4a,normal_conversation,53,0.0032090297900140285,0.00927734375,708.3753338057791,-641.165283203125,116.02745056152344,35.239013671875,31.790231704711914,43.963478088378906,29.999881744384766,17.780031204223633,9.807960510253906,-3.930187702178955,-7.076116561889648,8.838924407958984,17.009899139404297,5.827620029449463
Normal Conversation - Dataset 1.m4a,normal_conversation,54,0.003589604515582323,0.00537109375,634.9471784038042,-632.0419921875,122.88225555419922,36.00543212890625,30.973644256591797,40.043800354003906,26.93690299987793,18.335708618164062,12.855558395385742,0.8161958456039429,-2.364685297012329,11.54562759399414,16.332996368408203,5.895857334136963
Normal Conversation - Dataset 1.m4a,normal_conversation,55,0.0036719164345413446,0.00439453125,635.2070914030551,-634.6974487304688,119.50526428222656,35.74810791015625,32.997314453125,41.855308532714844,30.193878173828125,19.175559997558594,9.263385772705078,-1.2132818698883057,-1.6654102802276611,14.768842697143555,22.418548583984375,10.436806678771973
Normal Conversation - Dataset 1.m4a,normal_conversation,56,0.0032992868218570948,0.0048828125,701.0712880292035,-641.4315795898438,113.13969421386719,32.32013702392578,32.2368278503418,44.42909240722656,31.72015953063965,21.26915740966797,11.397687911987305,-2.115227222442627,-1.49607515335083,16.356468200683594,22.73269271850586,8.504870414733887
Normal Conversation - Dataset 1.m4a,normal_conversation,57,0.00308336247690022,0.00537109375,754.9683395642523,-643.5269775390625,112.84228515625,32.8848876953125,33.21617126464844,46.589134216308594,28.466371536254883,18.77337646484375,16.31060791015625,1.2479114532470703,-3.012333869934082,12.165224075317383,17.816696166992188,5.845424175262451
Normal Conversation - Dataset 1.m4a,normal_conversation,58,0.002862658817321062,0.00537109375,714.7563730145453,-643.0088500976562,114.58122253417969,35.411407470703125,33.93354034423828,44.73705291748047,24.507080078125,14.710209846496582,17.033658981323242,5.58778190612793,-0.6689451932907104,13.80453872680664,20.69573974609375,7.646735191345215
Normal Conversation - Dataset 1.m4a,normal_conversation,59,0.0029501053504645824,0.00634765625,641.5777358270716,-638.4134521484375,119.15312194824219,36.37189865112305,30.77639389038086,39.63866424560547,22.16145896911621,12.633819580078125,12.523571968078613,5.015514373779297,3.9915294647216797,16.975669860839844,22.111679077148438,9.6431884765625
Normal Conversation - Dataset 1.m4a,normal_conversation,60,0.00336350966244936,0.00634765625,726.549827775345,-637.7026977539062,119.10494995117188,34.15132141113281,30.111021041870117,43.344642639160156,24.51488494873047,9.593427658081055,7.5960798263549805,1.144761323928833,0.583922266960144,13.62708568572998,19.164409637451172,7.379992961883545
Normal Conversation - Dataset 1.m4a,normal_conversation,61,0.0035357982851564884,0.00537109375,639.4334057695232,-635.2966918945312,124.87718200683594,40.980690002441406,34.014801025390625,45.60539627075195,24.909090042114258,7.454794883728027,6.799651145935059,3.012147903442383,1.7717580795288086,12.422513961791992,16.892425537109375,6.153757095336914
Normal Conversation - Dataset 1.m4a,normal_conversation,62,0.003402586095035076,0.00537109375,614.6077800397654,-631.46240234375,128.22457885742188,42.55091094970703,35.73699951171875,43.604183197021484,19.504222869873047,6.041405200958252,8.072072982788086,0.46458977460861206,-2.5079822540283203,11.108177185058594,19.323318481445312,10.199630737304688
Normal Conversation - Dataset 1.m4a,normal_conversation,63,0.0036218040622770786,0.0048828125,712.1257271912586,-633.57861328125,125.27183532714844,41.84581756591797,35.62018585205078,42.227691650390625,20.835142135620117,7.139215469360352,2.706479787826538,-9.402225494384766,-9.368609428405762,11.21835708618164,22.174869537353516,12.349861145019531
Normal Conversation - Dataset 1.m4a,normal_conversation,64,0.0033270716667175293,0.00439453125,735.641476277101,-628.0308837890625,126.35258483886719,36.4039421081543,29.18072509765625,35.72225570678711,21.724727630615234,12.292976379394531,3.880521059036255,-9.893278121948242,-10.817819595336914,9.740943908691406,20.695755004882812,9.17200756072998
Normal Conversation - Dataset 1.m4a,normal_conversation,65,0.003120818641036749,0.00927734375,726.8929786977585,-627.4805297851562,124.97671508789062,32.095916748046875,27.10576629638672,37.07526397705078,21.243013381958008,11.34605598449707,8.744091987609863,-1.5181522369384766,-6.757778167724609,9.790184020996094,20.21546745300293,7.0001654624938965
Normal Conversation - Dataset 1.m4a,normal_conversation,66,0.012484772130846977,0.01806640625,944.7501832314854,-536.3331909179688,164.06076049804688,42.70384216308594,31.319026947021484,-20.206096649169922,-1.4043573141098022,12.85074234008789,-6.576045989990234,1.255797028541565,-0.8431422114372253,8.902107238769531,20.940418243408203,1.2626497745513916
Normal Conversation - Dataset 1.m4a,normal_conversation,67,0.0219529177993536,0.02783203125,839.0422859255088,-399.80328369140625,199.2545166015625,31.255029678344727,19.29823112487793,-37.905181884765625,-9.461935997009277,27.773204803466797,-18.969863891601562,-3.338880777359009,6.889028549194336,-2.585010051727295,19.91429901123047,-12.367070198059082
Normal Conversation - Dataset 1.m4a,normal_conversation,68,0.029978416860103607,0.04150390625,924.8310145981704,-333.9255065917969,191.01351928710938,15.993571281433105,19.04571533203125,-35.252132415771484,-12.385029792785645,32.069541931152344,-20.650264739990234,5.455144882202148,8.144845962524414,-6.646267890930176,21.872379302978516,-16.555633544921875
Normal Conversation - Dataset 1.m4a,normal_conversation,69,0.03234094753861427,0.04296875,1104.2373124553155,-299.0486755371094,161.42140197753906,17.566728591918945,21.358489990234375,-38.42023468017578,-2.7009341716766357,20.700878143310547,-7.701068878173828,7.087144374847412,5.452377796173096,-1.9229241609573364,5.137423992156982,-11.600236892700195
Normal Conversation - Dataset 1.m4a,normal_conversation,70,0.030328849330544472,0.04248046875,1336.6134849345008,-293.5216369628906,144.9851531982422,33.78783416748047,16.7149600982666,-37.80632781982422,-5.520097732543945,15.467676162719727,-7.513390064239502,7.234414100646973,-2.802386522293091,-0.6518164873123169,-4.903928279876709,-10.384363174438477
Normal Conversation - Dataset 1.m4a,normal_conversation,71,0.024380270391702652,0.04345703125,1632.9871358867795,-340.7002258300781,130.73727416992188,48.74287033081055,15.345821380615234,-31.698530197143555,-5.013864517211914,17.982908248901367,-4.13718318939209,11.312353134155273,-11.725704193115234,1.9883729219436646,-4.009463310241699,1.2758961915969849
Normal Conversation - Dataset 1.m4a,normal_conversation,72,0.01329682394862175,0.04150390625,1931.1757895954415,-414.6235046386719,114.15608978271484,49.37150955200195,16.827285766601562,-24.34668731689453,3.3523833751678467,24.14164924621582,6.35660457611084,13.792166709899902,-9.701852798461914,-4.468313694000244,2.220515489578247,7.693653106689453
Normal Conversation - Dataset 1.m4a,normal_conversation,73,0.0053522707894444466,0.06103515625,1659.0297095622677,-480.74163818359375,124.89527893066406,31.40275001525879,11.652350425720215,-19.188289642333984,14.358657836914062,18.012645721435547,6.008161544799805,13.213966369628906,1.1020917892456055,-0.8116076588630676,5.6363630294799805,-0.9712225198745728
Normal Conversation - Dataset 1.m4a,normal_conversation,74,0.01013397891074419,0.07568359375,2444.8941513447285,-433.8800964355469,100.52243041992188,12.111088752746582,11.313343048095703,-10.900190353393555,24.896142959594727,-15.074108123779297,-13.947285652160645,7.68147087097168,20.115768432617188,1.1241614818572998,4.555739879608154,-10.282669067382812
Normal Conversation - Dataset 1.m4a,normal_conversation,75,0.02151675894856453,0.08154296875,1806.3125758872422,-319.9048156738281,114.56160736083984,10.055915832519531,37.3005256652832,14.667729377746582,9.928903579711914,-46.30188751220703,-28.877025604248047,4.425169944763184,4.231710910797119,-11.23910903930664,9.497036933898926,-19.132625579833984
Normal Conversation - Dataset 1.m4a,normal_conversation,76,0.027744265273213387,0.08349609375,1405.8794616037255,-271.0293273925781,133.2463836669922,1.0187772512435913,46.693878173828125,28.733442306518555,-3.1406338214874268,-44.63651657104492,-29.93354034423828,10.655146598815918,0.7242558002471924,-17.45730209350586,17.303485870361328,-25.459548950195312
Normal Conversation - Dataset 1.m4a,normal_conversation,77,0.034273263067007065,0.06787109375,1537.630360746769,-257.8409729003906,132.44186401367188,-11.384133338928223,45.12432861328125,25.054676055908203,-10.676090240478516,-32.35007095336914,-33.42605209350586,16.52667999267578,-3.7904741764068604,-20.4266357421875,27.836956024169922,-30.521766662597656
Normal Conversation - Dataset 1.m4a,normal_conversation,78,0.03679899498820305,0.0615234375,1707.2911770644143,-251.1190643310547,125.70698547363281,-17.32056427001953,44.361427307128906,14.845398902893066,-13.810302734375,-30.554113388061523,-35.163551330566406,14.03399658203125,1.7514302730560303,-18.878196716308594,32.1051025390625,-31.760032653808594
Normal Conversation - Dataset 1.m4a,normal_conversation,79,0.037166062742471695,0.0576171875,1772.11033127717,-248.03172302246094,122.47421264648438,-19.38091278076172,42.444725036621094,16.513507843017578,-13.088922500610352,-33.01116180419922,-42.17345428466797,10.212441444396973,9.051876068115234,-9.802324295043945,32.916656494140625,-37.84508514404297
Normal Conversation - Dataset 1.m4a,normal_conversation,80,0.03647995740175247,0.0546875,1649.2957479704316,-246.08416748046875,132.10452270507812,-16.532243728637695,28.24591064453125,13.852249145507812,-4.550418853759766,-25.569244384765625,-44.7661018371582,4.855379104614258,5.712122917175293,-1.5163226127624512,28.542644500732422,-39.01240539550781
Normal Conversation - Dataset 1.m4a,normal_conversation,81,0.03440607339143753,0.05029296875,1432.388972737314,-270.6011657714844,144.42999267578125,-10.93214225769043,21.464557647705078,10.739136695861816,1.1342873573303223,-15.770378112792969,-42.13976287841797,-5.079728603363037,1.1320806741714478,3.4072253704071045,32.98777389526367,-34.52910232543945
Normal Conversation - Dataset 1.m4a,normal_conversation,82,0.03307230770587921,0.037109375,1197.1745519135973,-303.1434020996094,153.77659606933594,4.568686485290527,21.24543571472168,11.268763542175293,1.1413995027542114,-8.93757438659668,-32.22482681274414,-16.569114685058594,-2.8517961502075195,-1.2133548259735107,29.58198356628418,-30.33127212524414
Normal Conversation - Dataset 1.m4a,normal_conversation,83,0.029335398226976395,0.03076171875,1010.4293064381571,-343.306884765625,159.69039916992188,17.309778213500977,27.994056701660156,12.758040428161621,4.873015403747559,-8.792112350463867,-29.798784255981445,-16.396377563476562,-3.972421884536743,-9.148920059204102,22.536239624023438,-35.118011474609375
Normal Conversation - Dataset 1.m4a,normal_conversation,84,0.025822605937719345,0.0244140625,769.3748442708904,-392.8916015625,170.22607421875,20.101600646972656,33.66426086425781,22.317989349365234,9.85932731628418,-9.101129531860352,-28.251256942749023,-16.01852798461914,-8.617944717407227,-5.242931365966797,15.618583679199219,-32.161685943603516
